0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	290	166	456	
0	343	331	0	0	0	346	0	372	0	1392	
0	545	543	0	0	0	471	0	352	0	1911	
0	590	483	0	0	0	476	0	443	0	1992	
0	804	606	0	0	0	827	0	441	0	2678	
0	884	817	0	0	0	927	0	854	0	3482	
0	875	924	0	0	0	1238	0	641	0	3678	
0	989	1128	580	0	0	1292	0	0	0	3989	
0	1064	1245	863	0	0	1216	0	0	0	4388	
0	1172	1565	933	0	0	1594	0	0	0	5264	
747	1081	1392	1400	0	0	881	0	0	0	5501	
1334	803	1735	1804	0	0	2	0	0	0	5678	
1469	1103	1637	1530	0	0	2	0	0	0	5741	
1873	985	1770	1261	0	0	2	0	0	0	5891	
1913	1474	1888	724	0	0	2	0	0	0	6001	
2126	1645	2265	0	0	0	0	0	0	0	6036	
1653	1311	1979	0	0	0	0	1178	0	0	6121	
1462	1561	1813	0	0	0	0	1418	0	0	6254	
1735	1631	1819	0	0	0	0	1084	0	0	6269	
2424	1865	2014	0	0	0	0	0	0	0	6303	
2552	1852	1993	0	0	0	0	0	0	0	6397	
2436	1971	2011	0	0	0	0	0	0	0	6418	
2498	1944	1972	0	0	0	0	0	0	0	6414	
2549	2043	1838	0	0	0	0	0	0	0	6430	
2673	2021	1736	0	0	0	0	0	0	0	6430	
2501	2134	1777	0	0	0	0	0	0	0	6412	
1313	2386	2724	0	0	0	0	0	0	0	6423	
2241	2373	1803	0	0	0	0	0	0	0	6417	
2688	2191	1500	0	0	0	0	0	0	0	6379	
2088	2326	1923	0	0	0	0	0	0	0	6337	
2871	2402	1045	0	0	0	0	0	0	0	6318	
2748	2337	1192	0	2	0	0	0	0	0	6279	
2507	2078	1600	0	2	0	0	0	0	0	6187	
2278	1914	864	0	1035	0	0	0	0	0	6091	
2539	1835	0	0	1655	0	0	0	0	0	6029	
1498	1562	0	0	1057	886	0	0	902	0	5905	
1361	1475	0	0	1586	1293	0	0	0	0	5715	
1369	1156	0	0	1454	1673	0	0	0	0	5652	
1286	1327	0	0	1488	1441	0	0	0	0	5542	
1270	1368	0	0	1471	1249	0	0	0	0	5358	
1068	1111	0	0	1080	982	0	0	0	0	4241	
939	1040	0	0	1200	1059	0	0	0	0	4238	
1213	0	0	0	1313	1205	0	0	0	0	3731	
1034	0	0	0	792	1114	0	0	0	936	3876	
1003	0	0	0	576	1139	0	0	0	1135	3853	
629	0	0	0	837	778	0	0	0	686	2930	
0	0	0	0	778	789	0	0	0	820	2387	
0	0	0	0	788	802	0	0	0	754	2344	
0	0	0	0	886	857	0	0	0	837	2580	
0	0	0	0	622	638	0	0	0	566	1826	
0	0	0	0	439	527	0	0	0	452	1418	
0	0	0	0	371	449	0	0	0	490	1310	
0	0	0	0	0	306	0	0	0	303	609	
0	0	0	0	0	136	0	0	0	234	370	
0	0	0	0	0	205	0	0	0	111	316	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
